index,y
0,630.6759770064185
1,165.80556258243556
2,639.4632312952518
3,1329.7730437152643
4,1155.8967229195587
5,338.6360693818142
6,463.474692086849
7,250.06760321511007
8,927.3375778059088
9,197.06717947062205
10,1016.5136073991481
11,327.884744854137
12,502.9154008599933
13,275.69573947048264
14,242.97300595939802
15,336.4837762498026
16,1005.5948265631317
17,671.1752635286455
18,434.8369483214203
19,222.96482804682714
20,603.8269627639859
21,190.8180768370695
22,257.30922210974035
23,815.0032130936152
24,1244.9979050175307
25,399.97268090977093
26,555.9613401026493
27,225.08574608693118
28,680.5124431560552
29,382.8719047801625
30,227.81379518716744
31,1388.0478427198996
32,658.4479203646149
33,544.8772327481279
34,626.492426959028
35,161.53043015628376
36,314.85309732533
37,224.4237103434315
38,441.1968269432116
39,434.24733256473127
40,170.8478614376688
41,363.51038095745594
42,942.2779128948931
43,99.98427387946923
44,791.6730658005276
45,219.10089738800178
46,514.0502139728721
47,487.1939686275914
48,156.80200079287894
49,554.6591058532451
50,406.69922655413086
51,346.94912105966944
52,585.3681506461126
53,431.49013078671
54,170.79900440743197
55,872.8525754506313
56,208.19143179089917
57,648.269291053528
58,813.9737274443314
59,130.02548384528703
60,329.9459958331456
61,425.11073530917946
62,544.1280042156274
63,274.60319215508605
64,612.1312545531362
65,329.44199229590686
66,807.8839873893194
67,452.5505559798235
68,178.5485459721757
69,196.43434108678568
70,1002.582210981864
71,237.50595141051073
72,413.11529415224476
73,544.1617677290695
74,395.651604990388
75,225.86221508295003
76,128.37748285932213
77,257.2695324566734
78,182.6012697143755
79,111.19960215228053
80,135.26014405548477
81,122.33765836570942
82,581.9112760697678
83,154.46250230602607
84,243.01215483912804
85,206.25413907349093
86,289.3659885956428
87,134.15709139241156
88,480.49415999859895
89,188.25801310533168
90,156.08202171879583
91,200.86694366084058
92,402.5040951114093
93,597.2970479111773
94,191.08150766096364
95,1250.2358238598852
96,305.89231075128515
97,518.9703337733929
98,348.42952724267184
99,280.1264766699796
100,590.483343421225
101,1128.1896849161676
102,541.7088537526748
103,1286.2426082612587
104,472.2610590467872
105,1610.6183988499254
106,1385.8185626774653
107,81.6733126113807
108,269.7490598739575
109,490.90702451797335
110,118.34598011123569
111,671.6791676942954
112,565.8512471306136
113,153.5130175803875
114,276.2066440272799
115,377.8079832376125
116,372.42122337920796
117,434.4738903804433
118,107.17149299642266
119,486.9386227954193
120,373.96706135416554
121,471.94525878756036
122,732.313500434607
123,326.97975492268904
124,950.8701147368041
125,189.7309450779479
126,437.45040704609374
127,481.5078533836164
128,588.6553906276419
129,339.78973987324963
130,436.6186460142318
131,477.52880085320464
132,416.9127460098664
133,120.66660823151476
134,115.52708826275875
135,250.06571712708865
136,437.3526618732304
137,444.52681216465396
138,534.9687630564789
139,550.3791156415779
140,602.2289634142865
141,481.23517585964026
142,450.07321513468304
143,669.7258157784406
144,475.10399798943695
145,135.07293523096033
146,81.13455386432666
147,426.39113960882645
148,369.84443361035386
149,528.2405640971482
150,254.2196422048493
151,446.69160213277945
152,1304.8148756897197
153,503.4239282612943
154,304.9552488181494
155,117.1307091472732
156,438.05483778788243
157,238.40286528452083
158,348.74294617933344
159,157.8231532180667
160,1003.1538953739022
161,243.22748592114232
162,1059.440606096441
163,344.8927435717926
164,1102.2026642466062
165,92.18839593235731
166,398.3635437193251
167,246.325480149895
168,372.0081177855422
169,275.75909580603826
170,445.0446847451012
171,629.6171664937508
172,768.9643218158287
173,719.6610847533059
174,392.9077521619553
175,258.38178756548376
176,201.17730606581162
177,380.0204395444528
178,139.9931961777365
179,810.5107002178354
180,600.3284180031347
181,133.068231992172
182,583.1118609956291
183,509.97554085573637
184,163.99694378449522
185,256.9331494354866
186,156.7736232526529
187,446.71424285232933
188,133.13863738414273
189,232.90465464160215
190,592.6433920857083
191,312.4249538543779
192,167.32631476092956
193,587.9405975158369
194,225.75320593027715
195,217.66801785808372
196,317.3490377808644
197,394.89837051426946
198,143.28204930743922
199,594.7573363104635
200,333.78755751211776
201,316.54247728773197
202,1773.6624070830794
203,446.5720528857969
204,229.27613582288845
205,146.46781669994357
206,245.584384097184
207,151.0176641239612
208,394.8671615855218
209,692.5051199941893
210,367.37992295841946
211,1015.3526398596258
212,234.44310848854292
213,207.85640131289045
214,306.2295295348969
215,290.61154876584914
216,580.4530234428681
217,464.8512908554294
218,717.3710531619981
219,1407.199909539224
220,824.2973084727951
221,818.5879117164253
222,1201.6463716153823
223,617.4895766321995
224,465.28511816507427
225,1099.8183419305417
226,128.7653795965552
227,413.9897615221169
228,902.6842152446437
229,589.9564287918374
230,135.28744276241423
231,635.7160934771697
232,496.9859203922718
233,406.92894476368866
234,93.06507508392903
235,173.04517846570806
236,249.1555205383322
237,624.7486658022068
238,208.39406102295487
239,322.15994157285286
240,135.23727375732582
241,222.43049137050264
242,654.7317111673749
243,372.972127196147
244,202.92901120004723
245,1385.2810623110936
246,726.3455902714475
247,329.9624054280185
248,511.9045797665441
249,696.8099979199297
250,129.11000176774027
251,423.9721496503229
252,428.32806113025936
253,256.47111193538325
254,216.31957467014348
255,460.24314039037085
256,164.68296247741878
257,349.4225823579216
258,188.96082237901004
259,349.68243851455355
260,214.05054956873624
261,224.91631686982404
262,343.41312738125157
263,246.34749022725106
264,108.29042444310777
265,426.91154681923155
266,178.9070207482974
267,105.2547606285967
268,196.1208025125491
269,115.07201147736754
270,609.3018309230164
271,237.22372504820163
272,665.9802018859763
273,1751.2841203293053
274,461.39209611725414
275,138.16583362250222
276,427.3402102428743
277,535.39958756151
278,471.57079936806565
279,647.7256813780485
280,140.26641228352793
281,208.39165655896153
282,237.3302009033679
283,182.78828142467248
284,176.34572390923148
285,245.2902273602528
286,728.131498499524
287,143.54267039494883
288,168.20290379477552
289,350.69334516706317
290,314.674348003615
291,212.08547528886683
292,218.73018525221087
293,260.2066727779543
294,240.86750429424512
295,329.4523819063778
296,340.12351936291657
297,799.1236275457356
298,424.5665505331154
299,664.0406315633519
300,739.6356788314172
301,251.7496572447623
302,366.7459782628219
303,285.1551997594989
304,1048.2407077175758
305,136.22412028043016
306,519.2369298921487
307,451.6210030655169
308,201.8416271878076
309,524.6792380866965
310,421.7338944238447
311,154.96678070300356
312,205.56366920223655
313,157.35701347929452
314,284.79034567654236
315,222.2107512368706
316,287.71227550001896
317,220.79308276655482
318,1099.7002446093868
319,570.4207044837088
320,599.7599787535233
321,287.7609772361498
322,1066.9409686792392
323,793.779010341448
324,650.8206023238852
325,130.48752851201058
326,314.0760655672416
327,348.7057641205788
328,214.69575438674224
329,885.2298623865789
330,412.9089042096161
331,251.4453877094804
332,439.075723217721
333,606.4096380728201
334,405.8392444615879
335,428.29962321797217
336,166.81952234463117
337,416.7865431709398
338,1752.6596477570988
339,85.528162357587
340,260.37620154678314
341,302.056038415096
342,225.71103293598446
343,361.6516042590292
344,1028.4851843418219
345,345.3785996486251
346,607.8956871458511
347,349.5943374123438
348,988.4054433816133
349,134.71497586737928
350,467.37882248603
351,400.25510192100165
352,172.73453207198364
353,236.5949002609806
354,718.231709458569
355,698.2834523103851
356,133.58715401730498
357,327.6462391589323
358,342.4905350399988
359,601.2561496406398
360,416.8228660609723
361,138.5627571674301
362,459.84939978220217
363,357.80867536139306
364,350.0854650376539
365,270.9997641254344
366,418.1622338816999
367,250.213276744014
368,336.9858750063009
369,257.4575353712525
370,552.8966821550666
371,124.66231563215818
372,678.3010579287948
373,233.664605485589
374,145.64439497535693
375,796.9634055771327
376,503.5640909697769
377,344.8864851772994
378,657.6064568382161
379,1157.4015158846441
380,486.01978349116035
381,446.9529048581919
382,237.2345298028843
383,358.43301882443416
384,743.0584510542922
385,428.4533333778862
386,636.9414877106225
387,101.10358406810134
388,209.57021807777267
389,368.66967822356537
390,632.7221872696317
391,405.0407793891402
392,802.7655532770301
393,446.45596915478296
394,605.9158099738539
395,318.9711640430851
396,107.31517964030061
397,250.89981213306174
398,305.63916613323545
399,177.99399540229768
400,282.5918636642663
401,279.3857955475059
402,151.98941247470503
403,1318.1996934161414
404,123.68166181314805
405,283.6933577205908
406,538.7850953894924
407,272.0067372997653
408,530.3708185247478
409,444.188054543088
410,1759.851242540729
411,107.4523730512099
412,279.46158355932187
413,250.59792919018417
414,146.21225240401282
415,118.80281047225992
416,496.9883547357497
417,86.99065708378568
418,241.54196908679276
419,277.4623305954206
420,361.969760058231
421,275.3436357948266
422,1779.1771248115933
423,286.71342289003127
424,1350.9160088206434
425,945.5126716408446
426,143.15129451128414
427,275.0949455060212
428,411.38645844693565
429,319.8170410186467
430,268.34708527102896
431,325.37275467191745
432,194.7984934566901
433,521.6760903153992
434,807.5240695233349
435,271.29186849183236
436,233.34714305144766
437,201.0387704137197
438,692.2325316272838
439,508.5190642029515
440,216.17766652027248
441,661.5788603464798
442,338.3139968404945
443,211.87751562591953
444,99.73384789784787
445,628.4761920321316
446,290.9598765491353
447,425.1112700816225
448,151.46861994012676
449,454.2058671813743
450,198.74469626566494
451,332.33958432982195
452,1027.278097827817
453,282.19946841901765
454,577.8135602364835
455,158.38689242625162
456,146.21080506398425
457,382.3874844681144
458,289.3096088503634
459,102.56644065862646
460,810.566280521798
461,462.44607522898485
462,585.8991903986251
463,679.559908418472
464,401.9269225356368
465,102.92927129208185
466,637.1445440599049
467,199.57001457301206
468,515.7452052043246
469,381.4407634870492
470,730.2261601714001
471,498.92850113017664
472,149.38665753499765
473,249.92155434320964
474,303.0788292461956
475,683.5617435122824
476,414.67847581616354
477,126.06515637329659
478,203.38320702444756
479,246.70643182324469
480,437.93851823071805
481,303.6487478295243
482,426.00978132616564
483,984.0684445738189
484,655.3713144568209
485,758.516578344833
486,117.96719978444253
487,394.3088512349209
488,135.02341413066185
489,259.42624332266377
490,231.82256999884345
491,187.23357325250043
492,153.18218161203365
493,266.25499869520803
494,676.5389348844677
495,335.82366322793257
496,502.865099658541
497,573.3457235199943
498,772.1210597936542
499,90.54008484223577
500,693.4432954739849
501,306.0788029220761
502,244.49229818022374
503,427.9982551213439
504,646.1284709824556
505,1218.8841208472054
506,135.97271904230007
507,520.1998056384368
508,398.3950977717578
509,98.38276171458307
510,357.0927028489434
511,238.346131062684
512,243.1587802964255
513,360.8135765042427
514,257.2012991882624
515,989.5718150816994
516,541.9511227953196
517,88.06089409004781
518,519.5883269018327
519,177.94396360706995
520,203.52176853841195
521,425.7967567922361
522,616.5692457628676
523,559.0886268349897
524,144.60289308135373
525,443.7148002252653
526,93.8654353264216
527,330.231727398787
528,498.56421288419017
529,199.75677524366347
530,482.2922561351805
531,1106.959917029148
532,401.96527048160004
533,360.14607439921735
534,388.13628949367063
535,318.7949760933107
536,322.54878755087566
537,145.5055830885161
538,158.55222234795156
539,202.51488198293373
540,418.7008164567992
541,583.706595671586
542,472.26817566639517
543,341.20720365206387
544,356.2062658232414
545,117.80802791485725
546,292.5936210529075
547,535.9434025359296
548,809.0644740358395
549,166.5826833429703
550,242.69408605503898
551,616.5999530904326
552,714.6270498811871
553,536.0025856678561
554,835.6639292967416
555,798.6456328728272
556,365.80383324232105
557,117.80639961552156
558,130.60049335610083
559,560.8497715182083
560,624.2369633357787
561,691.3518509189232
562,500.6318724170344
563,522.067284605458
564,180.33336015947432
565,294.1548101713346
566,342.860229060621
567,525.2992191103002
568,232.05921341873713
569,169.64284572260578
570,311.1425401337493
571,246.6760565603933
572,1033.69276925417
573,197.25623223473247
574,438.0074188262379
575,889.6545618995377
576,632.9455675466468
577,214.48469437329044
578,434.0963518945534
579,693.722100635826
580,229.87235420698184
581,880.9592221043438
582,724.2911003368836
583,237.261542753878
584,600.1010781507567
585,341.24978984081116
586,388.3016863453379
587,254.95821164429591
588,281.60863635783977
589,345.27305412237877
590,202.2235455863408
591,162.55956184825868
592,1396.929885868998
593,415.8346549037912
594,228.1573308752761
595,735.9082876290545
596,348.17060543192355
597,229.43853476259525
598,405.3669428709579
599,684.3514288327548
600,99.15362904262071
601,233.15830192693477
602,1189.5887317024299
603,525.7880662122075
604,241.87189649062057
605,269.0186615030067
606,163.172903064291
607,196.0451119834195
608,506.3071624870683
609,170.1025801989406
610,661.5163160346632
611,387.77828463188723
612,1742.8533176296216
613,391.806570593347
614,222.67333026878387
615,184.02858797993431
616,180.16997007627793
617,405.63134075218034
618,1410.706453533264
619,613.2164488283373
620,291.634765390018
621,373.17937256350643
622,317.7152671624032
623,271.6603538980153
624,372.5802174862864
625,806.8337022290996
626,315.61077996489615
627,331.41356566580635
628,704.8411893625863
629,350.7216808495419
630,608.6890194128239
631,361.6412056208124
632,266.0639673011888
633,435.7515144222526
634,350.36732392977433
635,697.4734593408417
636,764.2374128457992
637,1213.658983423649
638,279.28660687793877
639,1406.0325090417793
640,806.3162027527998
641,663.6919023815028
642,198.6499767517767
643,190.35702621577832
644,540.3827291917474
645,212.31559519083257
646,291.5549171087006
647,1205.3705552478646
648,242.81942035006875
649,150.78179994103104
650,1381.7886114313244
651,1753.398813007045
652,1122.1880305821944
653,1302.2290340964669
654,733.9896432406512
655,414.8476045161122
656,446.99635334711587
657,249.0897018806813
658,342.7523200029467
659,354.80223221558464
660,610.8851027649049
661,285.0450400069643
662,793.1527200224172
663,220.0956321254159
664,151.99691304945588
665,379.8704081622639
666,1382.1524643751934
667,451.74586433912106
668,626.9335304322327
669,480.5753663633177
670,400.2439821547692
671,302.9365285465373
672,457.0256770457901
673,198.73191315555363
674,394.2894004202042
675,403.0277278170515
676,199.7940231477645
677,376.655935424148
678,987.965704400726
679,593.9858994067415
680,368.0948735363626
681,807.5115731585406
682,600.4579505678521
683,164.12232620825796
684,76.28003234657336
685,554.5347297175339
686,312.96759366857094
687,120.34625160653773
688,553.8761909829111
689,810.3618987449236
690,163.4227958124244
691,189.8799360320571
692,340.474124669398
693,915.9231945934229
694,188.80796223992468
695,334.6131642053548
696,118.85751599186531
697,356.9917668703002
698,325.6488064927137
699,339.6261173424405
700,216.98976755199465
701,731.8939449023906
702,489.44974605291594
703,540.0022511902184
704,267.1148478142238
705,340.87084417802447
706,134.41213980652554
707,614.6836701498696
708,136.72766651271493
709,601.1063479079728
710,165.3413550382398
711,354.3433279152214
712,384.86321963251805
713,414.80472265350613
714,473.4678400168943
715,690.3106391802423
716,182.61800242190532
717,174.24183516780786
718,752.9324637156126
719,175.25416883548007
720,525.5922385141654
721,941.1190277117059
722,149.6346941035092
723,544.4846792394972
724,329.98526795429285
725,178.94571423730216
726,252.23228020509407
727,231.66218459254208
728,147.65516806932868
729,334.32490208076825
730,1590.7746453576551
731,246.82554225530455
732,232.114724326789
733,324.4510566758832
734,244.45386623160275
735,1135.0724318167363
736,434.36142732008346
737,365.4748954291001
738,189.32824744039124
739,632.2001939722627
740,523.7680502552956
741,363.992602610632
742,457.5353925266349
743,474.16685581547233
744,624.4893300283774
745,429.41068159520563
746,1381.5386656272765
747,407.71661885941825
748,969.382700993534
749,148.5594461224524
750,331.21377358694394
751,985.839094182202
752,713.7310299119314
753,681.9769048452382
754,419.4685031943258
755,129.68698760007598
756,384.2735128633867
757,432.5777583023699
758,359.1862415449517
759,616.957959640725
760,174.31809889779282
761,104.34702760169449
762,376.3433609453149
